,sense1_heading,sense1_web_id,sense1_gloss,sense2_heading,sense2_web_id,sense2_gloss,hypernym,hyponym,none,synonymy
2790,kustiba,1.,Materialo objektu stavokla maina (ari deformešanas) telpa un laika pret citiem materialajiem objektiem.,zime,1.5.,"Tas (piemeram, darbiba, norise, kustiba), kas ierosina vai veicina kadu citu darbibu, norisi, kustibu.",5.369364e-07,2.2993343e-12,0.9999994,3.289402e-26
2791,kustiba,2.,"Priekšmeta, škidruma, gazes, elementardalinu u. tml. parvietošanas (kada virziena, attieciba pret ko).",zime,1.5.,"Tas (piemeram, darbiba, norise, kustiba), kas ierosina vai veicina kadu citu darbibu, norisi, kustibu.",4.378893e-07,3.4438993e-11,0.9999995,1.1511138e-25
2792,kustiba,2.1.,"Dzivu butnu, transportlidzeklu parvietošanas kada virziena.",zime,1.5.,"Tas (piemeram, darbiba, norise, kustiba), kas ierosina vai veicina kadu citu darbibu, norisi, kustibu.",3.8715422e-07,2.19081e-14,0.99999964,6.616794e-28
2793,kustiba,3.,"Dzivu butnu kermena, ta dalu stavokla maina.",zime,1.5.,"Tas (piemeram, darbiba, norise, kustiba), kas ierosina vai veicina kadu citu darbibu, norisi, kustibu.",2.8366918e-08,3.8230985e-14,1.0,1.30763355e-30
2794,kustiba,4.,"Sabiedriska darbiba, norise, kas virzita uz noteiktu merku, centienu sasniegšanu.",zime,1.5.,"Tas (piemeram, darbiba, norise, kustiba), kas ierosina vai veicina kadu citu darbibu, norisi, kustibu.",8.856229e-09,1.4095955e-13,1.0,6.3554865e-32
2795,simbols,1.,"Zime, ari zimju kopums (piemeram, attels, ornaments, priekšmets, krasu salikums, makslas tels, skandarbs), kas nosaciti atspogulo ideju, paradibu sabiedriba vai daba u. tml.",zime,1.6.,"Simbols, kurš norada, vai dotais skaitlis ir pozitivs vai negativs.",2.2213235e-05,0.050576184,0.9494016,1.3293172e-17
2796,simbols,1.1.,"Zime, ko izmanto kada zinatnes vai tehnikas nozare jedzienu, lielumu, darbibu, to attiecibu apzimešanai.",zime,1.6.,"Simbols, kurš norada, vai dotais skaitlis ir pozitivs vai negativs.",5.1888602e-08,6.3256795e-07,0.9999994,2.625752e-27
2797,simbols,1.2.,"Priekšmets, attels vai zime, kas norada uz kadu no Svetuma vai Absoluta aspektiem.",zime,1.6.,"Simbols, kurš norada, vai dotais skaitlis ir pozitivs vai negativs.",1.7156812e-06,4.4925862e-05,0.9999534,6.9863996e-22
2798,simbols,1.3.,"Rakstzime, ko izmanto datu grafiskai izteikšanai vai kodešanai datora.",zime,1.6.,"Simbols, kurš norada, vai dotais skaitlis ir pozitivs vai negativs.",4.109158e-10,2.5209923e-14,1.0,2.2905357e-36
2799,simbols,2.,"Maksliniecisks tels, ar kuru izteikta kada ideja.",zime,1.6.,"Simbols, kurš norada, vai dotais skaitlis ir pozitivs vai negativs.",1.6126616e-08,1.1851717e-11,1.0,1.3282155e-30
2800,skaitlis,1.,"Jedziens, kas izsaka daudzumu, skaitu un ko lieto, skaitot kadus objektus, un rakstiski apzime ar ciparu vai ciparu kopu.",zime,1.6.,"Simbols, kurš norada, vai dotais skaitlis ir pozitivs vai negativs.",1.321613e-07,4.488523e-07,0.9999994,3.5240087e-26
2801,skaitlis,1.1.,"Kadas kopas nemainigs elements, ko izmanto (ka) daudzuma konstatešanai.",zime,1.6.,"Simbols, kurš norada, vai dotais skaitlis ir pozitivs vai negativs.",7.851637e-07,0.9977285,0.0022707111,3.0207537e-15
2802,skaitlis,2.,"Gramatiska kategorija, kas atspogulo nojegumu par ko vienu (retak diviem, trim), pretstatot to nojegumam par vairakiem, daudziem.",zime,1.6.,"Simbols, kurš norada, vai dotais skaitlis ir pozitivs vai negativs.",5.081558e-07,3.047536e-08,0.9999995,1.03986195e-24
2803,pozitivs,1.,"No negativa iegutais redzamais attels, parasti uz fotopapira, fotoplates vai fotofilmas, kura melno un balto krasu laukumu izvietojums atbilst originalam (melnbaltaja fotografija) vai kura redzamas krasas atbilst originala krasam (krasainaja fotografija); fotoplate vai fotofilma, uz kuras ir ieguts šads attels.",zime,1.6.,"Simbols, kurš norada, vai dotais skaitlis ir pozitivs vai negativs.",8.639124e-08,1.0659859e-11,0.9999999,1.5992775e-28
2804,pozitivs,2.,"Pamata pakape (adjektivam, apstakla vardam).",zime,1.6.,"Simbols, kurš norada, vai dotais skaitlis ir pozitivs vai negativs.",3.6617112e-07,1.8705162e-08,0.99999964,3.511639e-25
2805,pozitivs,3.,Nelielas portativas (istabas) ergeles (no . lidz . gadsimtam) ar vienu manuali un nedaudziem registriem.,zime,1.6.,"Simbols, kurš norada, vai dotais skaitlis ir pozitivs vai negativs.",3.9880124e-08,1.3243668e-13,1.0,6.466767e-30
2806,negativs,1.,"Redzamais attels uz fotoplates vai fotofilmas, kura melno un balto krasu laukumu izvietojums ir pretejs originalam (melnbaltaja fotografija) vai kura redzamas krasas ir papildkrasas originala krasam (krasainaja fotografija); fotoplate vai fotofilma, uz kuras ir ieguts šads attels.",zime,1.6.,"Simbols, kurš norada, vai dotais skaitlis ir pozitivs vai negativs.",4.1533514e-08,3.5559457e-12,1.0,1.1896928e-29
2807,negativs,2.,"Fotoplate vai filma ar apgrieztu fotoattelu, ko izmanto pozitiva fotoattela iegušanai.",zime,1.6.,"Simbols, kurš norada, vai dotais skaitlis ir pozitivs vai negativs.",6.084644e-09,7.82157e-14,1.0,1.0731207e-32
2808,negativs,3.,"Galigais attels (astronomija, spektrografija, rentgenologija); eksponeta un attistita kinofilma ar negativu attelu.",zime,1.6.,"Simbols, kurš norada, vai dotais skaitlis ir pozitivs vai negativs.",9.1126685e-07,8.573795e-09,0.99999905,2.7268038e-24
2809,negativs,4.,Negeris.,zime,1.6.,"Simbols, kurš norada, vai dotais skaitlis ir pozitivs vai negativs.",0.98854595,0.009057619,0.0023946378,1.8877371e-06
2810,pazime,1.,"Ipašiba, paradiba, priekšmets u. tml., pec kuras ir iespejams noteikt, identificet (ko, kadu).",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",9.385944e-07,1.0522575e-09,0.99999905,2.8294954e-24
2811,pazime,1.1.,"Paradiba, priekšmets, ipašiba u. tml., pec kuras ir iespejams noteikt (ka) izveidošanos, turpmako attistibu.",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",5.5396693e-08,6.0234816e-12,1.0,8.236648e-29
2812,pazime,2.,"Datu elementa dala (atributs), kas satur informaciju par ta ipašibam vai stavokli; piemeram, individuals nosaukums (identifikators).",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",8.473511e-09,7.3977045e-14,1.0,4.995638e-32
2813,piemers,1.,"Konkrets fakts, konkreta doma, kas paklaujas kadiem visparigiem spriedumiem, pamato, ilustre tos.",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",4.7864157e-09,5.8749333e-15,1.0,3.0180669e-33
2814,piemers,2.,"Izturešanas, ricibas paraugs.",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",1.6887103e-07,1.7146368e-12,0.9999999,1.0007609e-27
2815,paradiba,1.,"Butibas izpausme, tas areja, empiriski uztverama forma.",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",1.0800806e-08,4.771327e-14,1.0,9.93471e-32
2816,paradiba,2.,"Dabas esamibas un attistibas izpausmes forma (piemeram, dziva butne, process, stavoklis, ipašiba).",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",3.3894923e-07,1.1804664e-09,0.99999964,1.372133e-25
2817,paradiba,3.,Sabiedriskas esamibas un attistibas izpausmes forma; šis formas atspogulojums cilveka darbiba.,zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",2.0365665e-08,2.067545e-12,1.0,2.0373597e-30
2818,paradiba,4.,"Cilveka, ta personibas izpausmju kopums.",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",7.2529396e-08,2.419151e-12,0.9999999,1.2664074e-28
2819,paradiba,5.,"Iedomu tels, vizija, ari halucinacija.",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",1.2830847e-06,1.366313e-14,0.9999987,2.0506163e-26
2820,ipašiba,1.,"Tas, kas, piemitot cilvekam, priekšmetam vai paradibai, raksturo to, izsaka ta butibu.",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",3.8261743e-07,5.940696e-10,0.99999964,1.1550068e-25
2821,ipašiba,1.1.,Speja .,zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",2.7451138e-08,8.3139804e-16,1.0,1.4915588e-31
2822,ipašiba,1.2.,"Vielas, materiala, izstradajuma vai procesa kvalitativi un kvantitativi raditaji.",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",1.4703957e-07,7.4560833e-13,0.9999999,8.320433e-28
2823,priekšmets,1.,"Objektivas realitates dala, kas tiek ipaši izdalita no realitates.",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",2.9777022e-08,2.4851813e-14,1.0,1.720807e-30
2824,priekšmets,1.1.,"Lieta, ko izmanto noteiktai vajadzibai (piemeram, sadzive, saimnieciba).",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",1.8226929e-06,8.2950624e-10,0.9999982,1.5186617e-23
2825,priekšmets,1.2.,"Tas, kam ir noteikta vertiba.",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",9.348834e-07,3.36705e-13,0.99999905,5.0863345e-26
2826,priekšmets,1.3.,"Tas, kas kadas (parasti juridiskas, socialas) attiecibas iegust noteikta objekta raksturu.",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",4.672781e-10,4.3153756e-16,1.0,8.010595e-37
2827,priekšmets,2.,"Tas, kas noder, ir par objektu, avotu u. tml.",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",1.7409884e-07,6.152361e-14,0.9999999,2.572874e-28
2828,priekšmets,3.,"Didaktiski pamatota zinašanu un prasmju sistema, kas izstradata atbilstoši kadai zinatnes, tehnikas, makslas nozarei un paredzeta apgušanai macibu iestade pec noteiktas macibu programmas; macibu priekšmets, macibpriekšmets.",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",1.0020045e-08,1.3808505e-13,1.0,7.134879e-32
2829,priekšmets,4.,"Savienojuma “teikuma priekšmets”: teikuma virsloceklis, kas nosauc runas priekšmetu, kura aktualu pazimi izsaka izteicejs.",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",1.3486505e-08,3.9991285e-14,1.0,1.6195289e-31
2830,stavoklis,1.,"Telpisku, kada laikposma nemainigu (dzivas butnes) attiecibu kopums pret apkartejo telpu, vidi, to objektiem; telpisku savstarpejo, kada laikposma nemainigu attiecibu kopums (starp organisma dalam).",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",2.858516e-07,1.9847158e-12,0.99999976,4.405519e-27
2831,stavoklis,1.1.,"Šadu attiecibu kopums (priekšmetiem, veidojumiem, paradibam daba u. tml.).",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",5.0388877e-07,1.7214931e-10,0.9999995,2.8462313e-25
2832,stavoklis,2.,"Norišu, procesu, ari ipašibu kopums (organisma), kas nosaka ta funkcionešanas ipatnibas, spejas (parasti kada laikposma).",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",7.3749455e-08,2.8729293e-11,0.9999999,3.0636964e-28
2833,stavoklis,2.1.,"Norišu, procesu, ari ipašibu kopums (priekšmetiem, veidojumiem u. tml.), kas nosaka (to) funkcionešanu, kvalitati (parasti kada laikposma).",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",3.927712e-08,2.1497589e-12,1.0,1.9250898e-29
2834,stavoklis,2.2.,"Savstarpejo (vielas) dalinu telpisko attiecibu, mijiedarbibu kopums, kas nosaka (tas) fizikalas vai kimiskas ipašibas (parasti kada laikposma).",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",1.0810765e-07,8.374395e-12,0.9999999,6.0994924e-28
2835,stavoklis,3.,"Socialu apstaklu, attiecibu kopums, kas nosaka, ietekme (cilveka) izturešanos, ricibu (parasti kada laikposma).",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",2.0112894e-08,1.3189098e-12,1.0,1.7021478e-30
2836,stavoklis,3.1.,"Vieta, loma (cilvekam, cilveku grupai) sabiedriba, darbibas nozare u. tml.",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",3.7844114e-08,1.7944264e-13,1.0,7.132328e-30
2837,stavoklis,3.2.,"Apstaklu, attiecibu, juridisku normu u. tml. kopums, kas nosaka, ietekme (cilveku grupu, valstu u. tml.) darbibu, ricibu (parasti kada laikposma).",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",1.1195024e-08,5.4241916e-14,1.0,8.7802034e-32
2838,stavoklis,3.3.,"Valsts varas noteikts režims, kartiba (valsti, kada tas teritorija).",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",5.1233663e-08,3.162203e-13,1.0,2.7096387e-29
2839,attistiba,1.,"Norise (piem., daba, sabiedriba, personiba), kura veidojas, rodas kvalitativas parmainas, notiek pilnveidošanas.",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",5.8673283e-08,1.0699269e-12,1.0,6.3505277e-29
2840,attistiba,1.1.,"Organisma morfologisko, biokimisko un fiziologisko izmainu kopums, t. i., organisma kvalitativas izmainas — no sakotnejam šunam rodas jaunas šunas ar citam ipašibam.",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",1.0559926e-08,5.94575e-15,1.0,2.9945245e-32
2841,attistiba,2.,"Gaita, norise (notikumam, darbibai, procesam); risinajums (sižetam).",zime,2.,"pazime Tas (piemeram, paradiba, ipašiba, priekšmets), pec ka ir iespejams noteikt (ka) stavokli, ari izveidošanos, turpmako attistibu; ari  .",2.8290094e-07,2.7795912e-12,0.99999976,1.1231492e-26
2842,dokuments,1.,"Raksts, kas apstiprina faktus ar juridisku nozimi (piemeram, personas dzimšanu, ieguto izglitibu).",zime,3.,"Dokuments, kas apliecina (ko), apgalvo (ko).",2.6859666e-08,9.0849646e-12,1.0,7.7385264e-30
2843,dokuments,1.1.,"Personas aplieciba, pase.",zime,3.,"Dokuments, kas apliecina (ko), apgalvo (ko).",1.8924394e-08,4.4246863e-12,1.0,2.16149e-30
2844,dokuments,2.,"Tas, kas satur informaciju (piemeram, raksts, gramata, attels, kinofilma).",zime,3.,"Dokuments, kas apliecina (ko), apgalvo (ko).",7.9992766e-08,8.313196e-10,0.9999999,1.1625161e-27
2845,forma,1.,"Arejais veids, apveids (piemeram, priekšmetam).",zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",4.4936924e-06,0.00031126896,0.9996842,4.1998997e-20
2846,forma,1.1.,figura Apveids (cilveka kermenim vai kermena dalai);  .,zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",5.2527416e-06,7.3428373e-06,0.99998736,1.6050945e-20
2847,forma,2.,Veidne .,zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",0.00020296729,0.99906534,0.0007316874,4.1573816e-09
2848,forma,2.1.,"Virsma (ar iedobtu, reljefu vai cita veida attelu), kas sagatavota iespiešanai; rami iestiprinats tipografiskais salikums, kas sagatavots iespiešanai.",zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",7.44307e-05,0.9922794,0.007646195,1.8100705e-11
2849,forma,2.2.,Rami iestiprinats siets papira masas filtrešanai (papira rupnieciba).,zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",2.3654716e-06,1.5797393e-07,0.9999975,2.8208613e-22
2850,forma,3.,"Eksistences veids, satura organizacija, struktura.",zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",2.0509138e-07,7.145504e-08,0.99999964,1.7079143e-25
2851,forma,4.,paveids Viens no vairakiem (dzivu organismu) veidiem;  .,zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",5.6586974e-05,0.04395504,0.9559883,2.0342832e-16
2852,forma,4.1.,Viens no vairakiem (paradibas) veidiem.,zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",2.5125448e-07,1.8978521e-06,0.99999785,9.539673e-25
2853,forma,4.2.,"Viens no vairakiem (priekšmetu, vielu u. tml.) veidiem.",zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",8.7691154e-07,3.334454e-06,0.9999958,4.616266e-23
2854,forma,4.3.,Viens no vairakiem (procesa) veidiem.,zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",1.8600737e-06,4.742213e-05,0.99995065,1.375286e-21
2855,forma,4.4.,Viens no (slimibas) norises veidiem.,zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",6.460101e-07,1.0178054e-06,0.99999833,1.1136056e-23
2856,forma,5.,"Uzbuve, iekartojums, struktura (ka realizešanai, izpausmei).",zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",3.057857e-06,0.00013933094,0.99985754,1.0454395e-20
2857,forma,6.,"Maksliniecisko lidzeklu kopums (makslas darba satura izteikšanai); makslas darba žanrs, variants.",zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",1.3048871e-06,2.5702964e-05,0.99997294,2.1471491e-22
2858,forma,7.,Noteikts paraugs.,zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",6.6928413e-07,6.316066e-08,0.99999917,3.4729124e-24
2859,forma,7.1.,"Stingri noteikta (ricibas, darbibas u. tml.) kartiba.",zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",3.322171e-08,2.6179e-10,1.0,1.0436833e-28
2860,forma,8.,"Instrukcija, nolikuma noteikts (vienada šuvuma un krasas) apgerbs (vienas profesijas vai grupas cilvekiem).",zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",3.743071e-06,2.6155703e-06,0.9999937,4.3473253e-21
2861,forma,9.,"Lidzeklis, veids (gramatisko kategoriju izteikšanai).",zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",7.4726825e-07,7.4909417e-07,0.99999857,1.7062667e-23
2862,forma,10.,"Stavoklis, kad var pilnigi paradit savas spejas, maku, spekus.",zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",1.0147525e-07,7.174988e-09,0.9999999,5.36088e-27
2863,iespieddarbs,1.,"Ar poligrafiskiem panemieniem izgatavots darbs (piemeram, gramata, žurnals, laikraksts, albums, atklatne, karte).",zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",1.7839759e-05,9.168153e-05,0.99989045,9.030487e-19
2864,moneta,1.,Metala naudas gabals.,zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",1.8499651e-07,1.4890301e-10,0.99999976,6.786566e-27
2865,moneta,2.,Nauda .,zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",3.285906e-06,1.7690363e-06,0.9999949,1.5868416e-21
2866,nauda,1.,"Ipaša prece, ko izmanto par visu citu precu vertibas visparejo ekvivalentu; šadas preces priekšmetiskas izpausmes forma (piemeram, banknote, moneta).",zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",1.046511e-07,0.9999999,6.478592e-08,3.5323249e-09
2867,nauda,1.1.,"Noteikts šadas preces daudzums, ar ko karto kadas saistibas, ko dod vai sanem (par ko).",zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",7.874708e-05,0.21992677,0.7799945,1.3930973e-15
2868,vertiba,1.,"Ipašibu kopums (piemeram, priekšmetam, vielai, paradibai, darbibai), kas nosaka (to) praktisko noderibu, izmantošanas iespejas, ietekmigumu.",zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",3.4122397e-07,5.105774e-06,0.9999945,2.720412e-24
2869,vertiba,1.1.,"cena Šads ipašibu kopums, ko raksturo ar kadu materialu ekvivalentu (piemeram, ar naudu); ari   .",zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",3.030012e-05,0.9741789,0.025790792,2.1777697e-13
2870,vertiba,1.2.,"Priekšmets, veidojums, ari paradiba, kam piemit šads ipašibu kopums un ko parasti raksturo ar kadu materialu ekvivalentu.",zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",4.6561027e-08,0.999992,7.966881e-06,2.32927e-13
2871,vertiba,2.,"Pozitivo ipašibu kopums (piemeram, cilvekam, paradibai, priekšmetam), kas ir saistits ar, parasti garigo, kulturu, morali u. tml.",zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",4.1156018e-06,0.00024293565,0.99975294,1.6670652e-20
2872,vertiba,2.1.,"Tas (piemeram, cilveks, paradiba), kam piemit šads ipašibu kopums.",zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",4.991668e-06,0.9604774,0.039517637,2.6422187e-15
2873,vertiba,3.,"Pieredze izveidojies priekšstats, zinašanu kopums par priekšmetu un paradibu pozitivajam vai negativajam ipašibam, kas saistitas ar vajadzibas, noderiguma izpratni.",zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",2.4655006e-05,0.61626214,0.38371325,1.0256474e-15
2874,vertiba,4.,"Skaitlos, mervienibas izteiktais (ka) kvantitativais raksturojums.",zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",4.2872688e-07,2.0408532e-07,0.9999993,2.0852495e-24
2875,vertiba,5.,Valence  .,zime,3.1.,"Noteiktas formas iespieddarbs, moneta, kura izteikta naudas vertiba.",2.9007222e-05,1.313399e-05,0.9999579,1.4545117e-18
2876,kustiba,1.,Materialo objektu stavokla maina (ari deformešanas) telpa un laika pret citiem materialajiem objektiem.,solis,1.,"Kustibas cikls (ejot, skrienot u. tml.), kura kaju parvieto uz citu atbalsta punktu un parnes uz to kermena svaru.",1.0489543e-05,0.00021835759,0.9997712,2.79891e-19
2877,kustiba,2.,"Priekšmeta, škidruma, gazes, elementardalinu u. tml. parvietošanas (kada virziena, attieciba pret ko).",solis,1.,"Kustibas cikls (ejot, skrienot u. tml.), kura kaju parvieto uz citu atbalsta punktu un parnes uz to kermena svaru.",1.9165307e-06,1.4024733e-05,0.999984,9.587017e-22
2878,kustiba,2.1.,"Dzivu butnu, transportlidzeklu parvietošanas kada virziena.",solis,1.,"Kustibas cikls (ejot, skrienot u. tml.), kura kaju parvieto uz citu atbalsta punktu un parnes uz to kermena svaru.",3.098338e-07,6.6165773e-10,0.99999964,6.136114e-26
2879,kustiba,3.,"Dzivu butnu kermena, ta dalu stavokla maina.",solis,1.,"Kustibas cikls (ejot, skrienot u. tml.), kura kaju parvieto uz citu atbalsta punktu un parnes uz to kermena svaru.",9.547161e-09,1.881445e-11,1.0,4.4084866e-31
2880,kustiba,4.,"Sabiedriska darbiba, norise, kas virzita uz noteiktu merku, centienu sasniegšanu.",solis,1.,"Kustibas cikls (ejot, skrienot u. tml.), kura kaju parvieto uz citu atbalsta punktu un parnes uz to kermena svaru.",1.4726419e-08,1.2307078e-09,1.0,9.7941384e-30
2881,cikls,1.,"Noteikts (procesu, norišu, darbibu) kopums, kas veido atsevišku posmu (procesu, norišu, darbibu) virkne, kede.",solis,1.,"Kustibas cikls (ejot, skrienot u. tml.), kura kaju parvieto uz citu atbalsta punktu un parnes uz to kermena svaru.",1.5604938e-07,3.538349e-07,0.9999995,8.4701857e-26
2882,cikls,1.1.,"Process vai darbibu virkne, kas periodiski atkartojas.",solis,1.,"Kustibas cikls (ejot, skrienot u. tml.), kura kaju parvieto uz citu atbalsta punktu un parnes uz to kermena svaru.",4.3459445e-07,1.5424341e-06,0.999998,3.3569664e-24
2883,cikls,2.,"Savstarpeji saistits (norišu, procesu, makslas darbu u. tml.) komplekss, kas veido saturisku veselumu.",solis,1.,"Kustibas cikls (ejot, skrienot u. tml.), kura kaju parvieto uz citu atbalsta punktu un parnes uz to kermena svaru.",1.5006496e-07,6.8681885e-08,0.99999976,3.824737e-26
